edge,p_value,Gene1,Gene2
LIN7A+RTKN,0.0256897735040698,LIN7A,RTKN
RPS11+SERBP1,0.025696220967766,RPS11,SERBP1
NFIA+POLR2F,0.0257125348222738,NFIA,POLR2F
DVL2+LRP5,0.0257186050971384,DVL2,LRP5
CBFA2T2+PRDM14,0.0257221009150361,CBFA2T2,PRDM14
ERBB4+GABRB2,0.0257897934547537,ERBB4,GABRB2
NACA+RPS15,0.0257955153826482,NACA,RPS15
CCL2+XCR1,0.0258005437689361,CCL2,XCR1
CAMKMT+NSD1,0.025818025403095,CAMKMT,NSD1
CHMP7+TUBB1,0.025823275341291,CHMP7,TUBB1
FOXA1+TFF3,0.0258726896465852,FOXA1,TFF3
SNRPD2+SNRPF,0.0259355689613057,SNRPD2,SNRPF
ISL1+JAK1,0.0259404308361478,ISL1,JAK1
RPL7A+TMA16,0.0259538593389448,RPL7A,TMA16
EPS15L1+UBC,0.0259589083841757,EPS15L1,UBC
GPATCH2+IGSF11,0.025966383394573,GPATCH2,IGSF11
NKAP+SNRPD2,0.0259684684605531,NKAP,SNRPD2
ACOT11+UGT3A2,0.0260052219749344,ACOT11,UGT3A2
FAHD2B+FAM178B,0.0260162207085461,FAHD2B,FAM178B
IFT122+KIF17,0.0260406453241087,IFT122,KIF17
SCN4A+SCNN1A,0.0260531646362155,SCN4A,SCNN1A
AKAP6+PDE4A,0.0260686083658128,AKAP6,PDE4A
CNGB1+RHO,0.0260690685679768,CNGB1,RHO
FBXW11+PDCD4,0.0261741440614825,FBXW11,PDCD4
KCNAB3+KCNH7,0.0261747960201309,KCNAB3,KCNH7
PELP1+STAT3,0.02622575979023,PELP1,STAT3
RPL7+TMA16,0.0262305256538003,RPL7,TMA16
KIF17+TRAF3IP1,0.026273377170529,KIF17,TRAF3IP1
CYP1A2+NAT2,0.0262738741978855,CYP1A2,NAT2
FBL+NACA2,0.0262827325183207,FBL,NACA2
NOL12+UTP6,0.0263226773246433,NOL12,UTP6
CTBP1+TGIF1,0.0263296855337831,CTBP1,TGIF1
ACTN2+TNNC2,0.0263491880990374,ACTN2,TNNC2
DOK2+IL2,0.0263519353136676,DOK2,IL2
CXCR3+GNB1,0.0263844353523398,CXCR3,GNB1
CACNA1S+CATSPERD,0.0263964592829719,CACNA1S,CATSPERD
PIGL+PIGQ,0.0263984189102003,PIGL,PIGQ
CLOCK+HLF,0.0264238652024187,CLOCK,HLF
RPL36+TMA16,0.0265546804156641,RPL36,TMA16
GFAP+HBB,0.0265712637144102,GFAP,HBB
RPL27A+RPLP2,0.02657702794079,RPL27A,RPLP2
HSPA9+RANBP2,0.0265996687676469,HSPA9,RANBP2
KCNA2+KCNC1,0.0266038099056505,KCNA2,KCNC1
ITGA2B+PECAM1,0.0266345728587397,ITGA2B,PECAM1
RPL34+TMA16,0.0266395208253308,RPL34,TMA16
CDCA4+PPP2R1A,0.0267233050478487,CDCA4,PPP2R1A
CCNA2+TPX2,0.0267298180581415,CCNA2,TPX2
GNG4+LPAR5,0.0267323491226917,GNG4,LPAR5
CACNA2D1+CATSPERD,0.0267551980356673,CACNA2D1,CATSPERD
ALDH4A1+GLUD2,0.0267972264591118,ALDH4A1,GLUD2
POLG+POLG2,0.0268002539985901,POLG,POLG2
EP400+HDAC1,0.026807341688952,EP400,HDAC1
RPL35+TMA16,0.02683194153037,RPL35,TMA16
KIF22+NCAPH,0.0268554271932832,KIF22,NCAPH
BRIX1+GAR1,0.0268556220992588,BRIX1,GAR1
GAR1+PRPF19,0.0269140829907057,GAR1,PRPF19
HMGB3+SSRP1,0.0269349970616143,HMGB3,SSRP1
SCO1+UQCRFS1,0.0269394530829277,SCO1,UQCRFS1
EFCAB2+PGBD5,0.0269396720504866,EFCAB2,PGBD5
ATOX1+COMMD1,0.0269545603492485,ATOX1,COMMD1
ALDH3A1+GSTA5,0.0269559449149265,ALDH3A1,GSTA5
AGR2+LYPD3,0.0269742671229724,AGR2,LYPD3
CD8B+SYK,0.0269819171187337,CD8B,SYK
HCFC1+PRPF31,0.026996660216714,HCFC1,PRPF31
RPL19+SERBP1,0.0270118738436149,RPL19,SERBP1
ECT2+FBXO5,0.027013789416205,ECT2,FBXO5
NGDN+WDR46,0.0270350677356968,NGDN,WDR46
RAB8B+TBK1,0.0270797617349561,RAB8B,TBK1
GFAP+UBC,0.0270949829504373,GFAP,UBC
TFPT+XPC,0.0271002628422136,TFPT,XPC
FABP7+GFAP,0.0271354920664913,FABP7,GFAP
KIF17+LIN7A,0.0271470979802691,KIF17,LIN7A
CAV3+HSP90AB1,0.027162370181678,CAV3,HSP90AB1
FZD7+WNT10A,0.0271935521573907,FZD7,WNT10A
RAB6A+VPS53,0.0271939665757999,RAB6A,VPS53
HYDIN+NPEPPS,0.0272046759674959,HYDIN,NPEPPS
SNIP1+ZMAT2,0.0272146371706171,SNIP1,ZMAT2
CENPE+NUF2,0.0272341909856447,CENPE,NUF2
RPL36AL+RPS15,0.027272306820886,RPL36AL,RPS15
EIF4A2+PAIP1,0.0272752701666488,EIF4A2,PAIP1
NOP9+WDR12,0.0273078233642295,NOP9,WDR12
EED+EPC1,0.0273456583849953,EED,EPC1
HSP90AA1+TCHP,0.0273575094359236,HSP90AA1,TCHP
GRIN1+SHISA9,0.0273742305844977,GRIN1,SHISA9
ATG7+MTOR,0.0273757528659111,ATG7,MTOR
ELAVL1+TP53,0.027400616526167,ELAVL1,TP53
KL+TRPV5,0.027415616750335,KL,TRPV5
RAB3A+UNC13B,0.0274243080518812,RAB3A,UNC13B
GJA1+TUBB1,0.0274350902158509,GJA1,TUBB1
METAP1D+METAP2,0.0274480375255706,METAP1D,METAP2
GRB2+IL5RA,0.0274485747980227,GRB2,IL5RA
CACNG2+CAMK2B,0.027469294231103,CACNG2,CAMK2B
ENO1+ENO3,0.0274782111505928,ENO1,ENO3
BTC+PXN,0.0275199620393684,BTC,PXN
MAPT+TP53,0.0275599540239217,MAPT,TP53
MDM2+SNAI1,0.0276047729972835,MDM2,SNAI1
MCM4+NDC80,0.0276056554119886,MCM4,NDC80
RPL6+TMA16,0.0276126263711651,RPL6,TMA16
APLN+LEP,0.0276276148438084,APLN,LEP
GNL3L+TMEM187,0.0276280838501468,GNL3L,TMEM187
RPL36+SERBP1,0.0276497229510544,RPL36,SERBP1
MRPL54+MRPL57,0.0276515086876374,MRPL54,MRPL57
CENPH+CENPU,0.0276755187638465,CENPH,CENPU
GRIN1+PTK2B,0.0276857670200338,GRIN1,PTK2B
CKM+ENO3,0.0277179236873087,CKM,ENO3
PSMA7+TP73,0.0277412816052307,PSMA7,TP73
DNAJC17+RMDN3,0.027751974410744,DNAJC17,RMDN3
EPS15+EPS15L1,0.0277694226826212,EPS15,EPS15L1
PELP1+TAF7,0.0277735950244466,PELP1,TAF7
AURKC+BUB1,0.0277747338817922,AURKC,BUB1
RPL9+SERBP1,0.0278266961087081,RPL9,SERBP1
LSM6+SNRPA1,0.0278267566966413,LSM6,SNRPA1
ELF3+POU2F3,0.027849932338258,ELF3,POU2F3
CDC20+NEUROD2,0.0278683234506663,CDC20,NEUROD2
CNKSR2+HRAS,0.0279082385759107,CNKSR2,HRAS
CACNB2+CACNG8,0.0279191095505803,CACNB2,CACNG8
FZD9+WNT1,0.0279556778371353,FZD9,WNT1
LINGO1+MAG,0.0279652780610514,LINGO1,MAG
AGO2+NUP205,0.0279712639781284,AGO2,NUP205
LCP2+SYK,0.0280048956633417,LCP2,SYK
CLIP1+PCNT,0.0280167192497653,CLIP1,PCNT
PPM1D+RUNX2,0.0280291955368739,PPM1D,RUNX2
FGF3+KL,0.0280859566947042,FGF3,KL
UTP20+WDR43,0.0281340022254203,UTP20,WDR43
NMD3+RRP12,0.0281535325993989,NMD3,RRP12
DNM3+GAK,0.0281653419884869,DNM3,GAK
CHEK1+TOP3A,0.0281691134381319,CHEK1,TOP3A
DHX15+ZMAT5,0.0281784028196565,DHX15,ZMAT5
GABBR1+GNAI1,0.0282013651839874,GABBR1,GNAI1
CACNG7+GRIA4,0.0282088888513181,CACNG7,GRIA4
DHX9+RPP38,0.0282437114259325,DHX9,RPP38
RUVBL2+UPF1,0.0282468172774233,RUVBL2,UPF1
NLRX1+TRIM25,0.0282608036520932,NLRX1,TRIM25
STIM2+TRPC3,0.0283069724217058,STIM2,TRPC3
SMG1+UPF3B,0.0283612298474718,SMG1,UPF3B
ATOH1+SHH,0.0283769508451626,ATOH1,SHH
ADAMTS13+ADAMTS4,0.0284026931780215,ADAMTS13,ADAMTS4
DIS3+EXOSC1,0.0284239189293646,DIS3,EXOSC1
RLBP1+RPE65,0.0284307103052691,RLBP1,RPE65
CMTR1+RNGTT,0.0284401785642079,CMTR1,RNGTT
GNAO1+GNB4,0.0284437324320597,GNAO1,GNB4
PCNA+PIF1,0.0284476774431514,PCNA,PIF1
RPL27+TMA16,0.0284560836926166,RPL27,TMA16
ADCY2+PRKAR2A,0.0284704864953388,ADCY2,PRKAR2A
AMHR2+BMP4,0.0284977742297015,AMHR2,BMP4
DDX31+GRWD1,0.0285079175049119,DDX31,GRWD1
HOXA1+PBX3,0.028539890228118,HOXA1,PBX3
CACNG2+GRIA4,0.0285438758527618,CACNG2,GRIA4
AGXT+KIF1A,0.0285593759411734,AGXT,KIF1A
DHX37+WDR12,0.0285825700780856,DHX37,WDR12
MAP3K7+SMAD6,0.0285991613895013,MAP3K7,SMAD6
GRIA4+GRIP2,0.0286161639595494,GRIA4,GRIP2
CCNF+CKS2,0.028644733020538,CCNF,CKS2
AGXT+ALDH7A1,0.0286464176212535,AGXT,ALDH7A1
DDX6+LSM3,0.0286650008304776,DDX6,LSM3
NRP1+PLXNA4,0.0286675202824573,NRP1,PLXNA4
RPL13+SERBP1,0.0286908871445084,RPL13,SERBP1
ETS1+RUNX2,0.0287169253759239,ETS1,RUNX2
GRIA4+GRIN2C,0.0287305115756462,GRIA4,GRIN2C
EPM2A+PPP1R3C,0.0287680736105806,EPM2A,PPP1R3C
ATF1+ATF2,0.0287960919876931,ATF1,ATF2
ACTL6B+INO80,0.0288172678703042,ACTL6B,INO80
CAT+NOS3,0.0288379889837196,CAT,NOS3
AVP+CLOCK,0.0288658501461894,AVP,CLOCK
HDC+HRH2,0.0288692422585064,HDC,HRH2
GRK1+MPP4,0.0288762294594945,GRK1,MPP4
COX6A2+NDUFB11,0.0288798448829792,COX6A2,NDUFB11
SMC6+TOP3A,0.0288876323383007,SMC6,TOP3A
ESR1+STRN,0.0288977893607514,ESR1,STRN
MSH2+ZSWIM7,0.028901603351124,MSH2,ZSWIM7
ENO3+GPI,0.0289142615787895,ENO3,GPI
DDX31+NOC2L,0.0289165496231965,DDX31,NOC2L
EPB41L3+NFASC,0.0289190738389515,EPB41L3,NFASC
FOXP3+IL2,0.0289262429603169,FOXP3,IL2
FGF21+KL,0.0289309682596765,FGF21,KL
ENO3+PFKL,0.0289605878169437,ENO3,PFKL
ACTL6B+YEATS4,0.0290163439249074,ACTL6B,YEATS4
GSDMA+ORMDL3,0.0290241165536918,GSDMA,ORMDL3
GDI2+RIN3,0.0290654669428703,GDI2,RIN3
NDUFS8+NDUFV1,0.0290673990637394,NDUFS8,NDUFV1
EXT2+GPC4,0.0290679060694813,EXT2,GPC4
DBF4+MCMBP,0.0290760095753596,DBF4,MCMBP
PSMA5+SUFU,0.0290766879700637,PSMA5,SUFU
EEF1A1+GFAP,0.0290930009724582,EEF1A1,GFAP
AHCTF1+RGPD2,0.0291642042644669,AHCTF1,RGPD2
GRIA2+SHISA7,0.0291665214820529,GRIA2,SHISA7
LAMB3+RAPSN,0.0291895552812614,LAMB3,RAPSN
POLR1A+RPAP3,0.029225504745811,POLR1A,RPAP3
NUP210L+RAB8B,0.0292870227671538,NUP210L,RAB8B
ERCC3+ERCC6,0.0293116228325783,ERCC3,ERCC6
RPL3+TMA16,0.0293404882360631,RPL3,TMA16
CDK2AP1+MTA3,0.0293911247598429,CDK2AP1,MTA3
EXOSC2+NAT10,0.0294271698810377,EXOSC2,NAT10
PIK3CG+PIK3R6,0.029449517485787,PIK3CG,PIK3R6
RAN+RANBP2,0.0294762391399683,RAN,RANBP2
CSNK2A1+DVL2,0.0294801574809609,CSNK2A1,DVL2
NUMB+PRKCZ,0.0295067694519734,NUMB,PRKCZ
ITGB1+LRP8,0.0295292914223329,ITGB1,LRP8
CITED4+TFAP2C,0.0295481339738015,CITED4,TFAP2C
INSM1+TEAD1,0.0295538249505904,INSM1,TEAD1
CYP2J2+CYP4A11,0.0295694766259461,CYP2J2,CYP4A11
CHEK1+FANCE,0.0295769310330121,CHEK1,FANCE
GRIN1+GRM1,0.0295790117683646,GRIN1,GRM1
MRPS18C+RPS5,0.0295956507651805,MRPS18C,RPS5
SNAP29+VPS53,0.0296233608770881,SNAP29,VPS53
DDX55+NSUN2,0.029669144522859,DDX55,NSUN2
ERCC2+TAF8,0.0297558939266729,ERCC2,TAF8
DHFR+QDPR,0.0297611690338219,DHFR,QDPR
CYFIP2+WIPF3,0.0297758327021834,CYFIP2,WIPF3
PGM1+PYGM,0.0297885582923912,PGM1,PYGM
CDC42+OPHN1,0.0297936280122142,CDC42,OPHN1
IFT43+KIF17,0.0298156959880762,IFT43,KIF17
FASN+MCAT,0.0298283789003781,FASN,MCAT
ANKK1+PDZD7,0.0298449730101465,ANKK1,PDZD7
ALKBH4+METTL4,0.0298567531588747,ALKBH4,METTL4
HELZ2+MED1,0.0298892826009275,HELZ2,MED1
DNMT3A+RBBP4,0.0299343205280032,DNMT3A,RBBP4
PKD2+TRPC4,0.0299581625415746,PKD2,TRPC4
KCNAB2+KIF5B,0.0299600143842152,KCNAB2,KIF5B
GRIA4+GRM3,0.0299639172462869,GRIA4,GRM3
CAV3+PGM5,0.0299758099533317,CAV3,PGM5
PPP1R10+WDR82,0.0299787663592542,PPP1R10,WDR82
CAMK2B+SLC6A3,0.0300044598881825,CAMK2B,SLC6A3
CACNA2D1+STAC3,0.0300049638452101,CACNA2D1,STAC3
HOXD10+HOXD11,0.0300284360670951,HOXD10,HOXD11
TOP3A+TOPBP1,0.0300455014643215,TOP3A,TOPBP1
RPL6+RPL7,0.0300508543885125,RPL6,RPL7
TRAPPC1+VPS53,0.0300515405525746,TRAPPC1,VPS53
RPL31+RPS15,0.030067938188838,RPL31,RPS15
NCALD+SGIP1,0.0300909566420886,NCALD,SGIP1
CDC25C+KIF20A,0.0301315969888397,CDC25C,KIF20A
CCDC92+PSMD13,0.0301440530632527,CCDC92,PSMD13
CAMK2B+GRIN2A,0.030151159761479,CAMK2B,GRIN2A
ATXN3+CHEK1,0.0301638543042772,ATXN3,CHEK1
CHMP4C+MVB12A,0.0303184449354354,CHMP4C,MVB12A
GLRX2+PRDX3,0.0303201401429251,GLRX2,PRDX3
DNAH1+PAFAH1B1,0.0303413193406093,DNAH1,PAFAH1B1
DDX55+RRP9,0.0303636814391342,DDX55,RRP9
ASPDH+IL4I1,0.0303958339195383,ASPDH,IL4I1
LRP6+PTPRZ1,0.0303993957500581,LRP6,PTPRZ1
GRIN1+P2RX3,0.0304086191181955,GRIN1,P2RX3
CAMK2D+MAPT,0.0304135910534448,CAMK2D,MAPT
DDX3X+UPF1,0.0304787662898837,DDX3X,UPF1
AGO3+NOTCH2,0.0304882180639488,AGO3,NOTCH2
E2F2+RBL1,0.030518274394953,E2F2,RBL1
KCNA2+SIGMAR1,0.030520355725317,KCNA2,SIGMAR1
CHD9+SLC27A1,0.030529957903646,CHD9,SLC27A1
CTNNB1+IQGAP1,0.0305533064649576,CTNNB1,IQGAP1
CASC3+UPF1,0.0305644483728518,CASC3,UPF1
GMPR+PDE10A,0.0306010121780548,GMPR,PDE10A
EP300+PML,0.030601958007771,EP300,PML
NEO1+UNC5A,0.0306205787686665,NEO1,UNC5A
DLC1+PLCD1,0.0306293809622779,DLC1,PLCD1
CYTH2+CYTH3,0.0306625161301595,CYTH2,CYTH3
RNF8+UBA52,0.030690982714235,RNF8,UBA52
BRIX1+DHX37,0.0307044317385104,BRIX1,DHX37
BMP2+CHRD,0.0307366886751357,BMP2,CHRD
NGDN+WDR36,0.0307399186172879,NGDN,WDR36
KMT2E+TNRC6C,0.0307490107582717,KMT2E,TNRC6C
NDE1+NDEL1,0.0307829944761488,NDE1,NDEL1
PES1+UTP6,0.0307841955961972,PES1,UTP6
CDC25C+CENPE,0.0308325935214327,CDC25C,CENPE
RPL34+RPS12,0.0308351138721818,RPL34,RPS12
COA6+SCO1,0.0308399045434569,COA6,SCO1
PPHLN1+TWF1,0.0308696450120438,PPHLN1,TWF1
CCNA1+CENPE,0.0308847743814882,CCNA1,CENPE
NCAPG+NCAPG2,0.0308870369122149,NCAPG,NCAPG2
KL+MIOX,0.0309162462435962,KL,MIOX
CSN3+LALBA,0.0309743456286677,CSN3,LALBA
RAD21+WDHD1,0.0310172857110567,RAD21,WDHD1
CLPP+RPS16,0.0310297940942244,CLPP,RPS16
CKAP2L+NUF2,0.0310341143567598,CKAP2L,NUF2
FANCG+RAD9A,0.0310631576162778,FANCG,RAD9A
CREB1+GATA3,0.031065113232315,CREB1,GATA3
RNF8+XRCC5,0.0310934098077071,RNF8,XRCC5
TNFRSF13B+TRAF6,0.0311024772731067,TNFRSF13B,TRAF6
PPL+TGM1,0.031102888144187,PPL,TGM1
WIF1+WNT6,0.0311580945016249,WIF1,WNT6
SDC1+WNT1,0.0311588240414268,SDC1,WNT1
GRIA4+GRIN3A,0.0311648878311556,GRIA4,GRIN3A
ADAMTS3+SBSPON,0.0311858510899465,ADAMTS3,SBSPON
NMNAT1+NMNAT2,0.0311903259977468,NMNAT1,NMNAT2
HDAC5+RUNX2,0.0312216378704189,HDAC5,RUNX2
NTM+OPCML,0.0312324427102712,NTM,OPCML
ICAM3+ITGAL,0.0312444653019952,ICAM3,ITGAL
CAMK2B+GRIN2C,0.0312526060999567,CAMK2B,GRIN2C
COX4I2+NDUFB11,0.0312752737575588,COX4I2,NDUFB11
CACNA1S+CAMK2B,0.0312760726773326,CACNA1S,CAMK2B
GTF3C3+POLR3G,0.0312764637924554,GTF3C3,POLR3G
GFAP+TH,0.031320310041053,GFAP,TH
AURKA+DTL,0.0313478117790291,AURKA,DTL
OPN5+RRH,0.0313761446331361,OPN5,RRH
BRCA2+PDS5B,0.0313761990212384,BRCA2,PDS5B
NUP205+NUP62CL,0.0313777713082666,NUP205,NUP62CL
CACNG8+GRIA4,0.0313812561398585,CACNG8,GRIA4
GLI1+SAP30,0.0313853342382441,GLI1,SAP30
CYSLTR1+LTC4S,0.0313936131024897,CYSLTR1,LTC4S
GNL3L+TRMT6,0.0313985394256351,GNL3L,TRMT6
GEMIN6+SEC13,0.0314278873795196,GEMIN6,SEC13
CHEK1+UNG,0.0314725243382281,CHEK1,UNG
DMPK+YIPF7,0.031473161505856,DMPK,YIPF7
KCNAB3+KCNS3,0.031518310054583,KCNAB3,KCNS3
ADCY8+CAMK2B,0.0315593537923094,ADCY8,CAMK2B
GRIA2+PRKACG,0.0315652515384419,GRIA2,PRKACG
CDK1+LMNB1,0.0315744587468566,CDK1,LMNB1
LYAR+RPS20,0.0315826228240061,LYAR,RPS20
CTNNA1+EXOC4,0.0316050922114304,CTNNA1,EXOC4
NOC3L+WDR12,0.0316140868014303,NOC3L,WDR12
BYSL+GRWD1,0.0316635066297782,BYSL,GRWD1
CHRNA3+SLURP1,0.031677689556931,CHRNA3,SLURP1
RPL27+RPL9,0.0317383560302693,RPL27,RPL9
ACTN2+GRIA4,0.0317747639769599,ACTN2,GRIA4
EED+TRIM28,0.0317916329947534,EED,TRIM28
TRAF2+TRAIP,0.0318123266480626,TRAF2,TRAIP
CTNND1+GRIA2,0.0318288822176995,CTNND1,GRIA2
ERBB2+ERBB4,0.0318512628469333,ERBB2,ERBB4
MAGEA3+TRIM28,0.0319033711333041,MAGEA3,TRIM28
TOPBP1+WDHD1,0.0319607661338605,TOPBP1,WDHD1
NUP153+SNUPN,0.0319733857963068,NUP153,SNUPN
CACNA1C+CACNG6,0.0320104836161508,CACNA1C,CACNG6
WIF1+WNT3A,0.0320123414684809,WIF1,WNT3A
ALDH7A1+PDE1B,0.0320137458076208,ALDH7A1,PDE1B
CACNA1C+CAMK2B,0.032037588936234,CACNA1C,CAMK2B
FANCI+FANCM,0.0320623860459361,FANCI,FANCM
DPYSL3+DPYSL5,0.0320919022828485,DPYSL3,DPYSL5
RIC1+SMCR8,0.0321166172362885,RIC1,SMCR8
SFTPA1+TLR2,0.0321473083412684,SFTPA1,TLR2
SREK1+SREK1IP1,0.0321599086893837,SREK1,SREK1IP1
ICE2+USPL1,0.0321608544368822,ICE2,USPL1
CACNA1F+STAC3,0.032210229792608,CACNA1F,STAC3
CACNB2+CACNG2,0.032239147694687,CACNB2,CACNG2
CASC3+SMG6,0.032239554285603,CASC3,SMG6
GNAT1+GNG4,0.0323470278711197,GNAT1,GNG4
ARHGAP6+COPA,0.0323844943839807,ARHGAP6,COPA
DUSP3+MAPK11,0.0324107406310184,DUSP3,MAPK11
CIDEA+ELOVL3,0.0324138749180148,CIDEA,ELOVL3
CAMK2B+SYNGAP1,0.0324445685561185,CAMK2B,SYNGAP1
AP1G1+AP5M1,0.0324631311474173,AP1G1,AP5M1
SCN4B+SNTA1,0.0324857568275575,SCN4B,SNTA1
RUNX1T1+TCF12,0.0324980031384165,RUNX1T1,TCF12
TRAPPC4+USO1,0.0325005459820438,TRAPPC4,USO1
ARMC5+ATP2B3,0.0325028223097247,ARMC5,ATP2B3
WNT3+WNT8B,0.0325086746260246,WNT3,WNT8B
COX20+TMEM177,0.0325115572803254,COX20,TMEM177
EIF2AK4+IMPACT,0.0325190603675616,EIF2AK4,IMPACT
MAP2K6+PIP4K2A,0.0325421032037166,MAP2K6,PIP4K2A
PDE6B+RPE65,0.0326312947276459,PDE6B,RPE65
CTNNB1+DVL2,0.0326342005974117,CTNNB1,DVL2
CHRNA3+KCNV1,0.032665228083549,CHRNA3,KCNV1
HSPA12B+NUP107,0.0326741496810172,HSPA12B,NUP107
CDC45+MCMDC2,0.0326807488342421,CDC45,MCMDC2
CHEK1+MCM6,0.0326940596578865,CHEK1,MCM6
WIF1+WNT8A,0.0327071992846564,WIF1,WNT8A
BUB1+FANCI,0.0327089940925301,BUB1,FANCI
ALAS2+UROS,0.0327268018564952,ALAS2,UROS
MAPK12+PTPN3,0.0327268099061359,MAPK12,PTPN3
GLI1+PSMF1,0.0327283629711553,GLI1,PSMF1
IL12RB1+RELB,0.032729949626163,IL12RB1,RELB
CHRNA3+CHRNA9,0.0327617520312399,CHRNA3,CHRNA9
ACD+CCNA1,0.032765703999651,ACD,CCNA1
CLTC+SCLT1,0.0327697396916314,CLTC,SCLT1
GRIN1+PPP1CC,0.0327884866170338,GRIN1,PPP1CC
BPIFA1+BPIFB2,0.0328202533389484,BPIFA1,BPIFB2
DEFA4+DEFB135,0.0328211498637374,DEFA4,DEFB135
CACNG7+GRIA2,0.0328448704576283,CACNG7,GRIA2
CSTF3+WDR82,0.0329107072084037,CSTF3,WDR82
PGF+PIK3R1,0.0329244179653535,PGF,PIK3R1
CNIH2+GRIA4,0.0329509817223718,CNIH2,GRIA4
GNAS+GNG8,0.0329585407271541,GNAS,GNG8
ERC2+PPFIA4,0.0329718817363303,ERC2,PPFIA4
DMD+MYH3,0.0329753284543067,DMD,MYH3
IPO5+NUP98,0.0329985596185196,IPO5,NUP98
ITGA2B+ITGB5,0.033031252144517,ITGA2B,ITGB5
FANCI+MCM7,0.0330357377196387,FANCI,MCM7
ADCY8+GNG4,0.0330595641035412,ADCY8,GNG4
ANK1+ANK2,0.0330631980187669,ANK1,ANK2
LYAR+RPL37A,0.0331634721628615,LYAR,RPL37A
DRAXIN+NTN1,0.0331837918799807,DRAXIN,NTN1
PRKCZ+SHC1,0.033200014558128,PRKCZ,SHC1
UBE2Q2+UBE2R2,0.0332566711974543,UBE2Q2,UBE2R2
OPN1LW+RRH,0.0333248889214333,OPN1LW,RRH
UBB+USP22,0.03341432150503,UBB,USP22
AVPR1B+POMC,0.0334247331761674,AVPR1B,POMC
CDC42+EPS8,0.0334276115565877,CDC42,EPS8
ACTL6A+YEATS4,0.0334859121988863,ACTL6A,YEATS4
GFAP+MOG,0.0334926006901785,GFAP,MOG
KDM3A+PHF8,0.033532153861632,KDM3A,PHF8
ADAT2+TP53,0.0335998769165661,ADAT2,TP53
NAT10+RCL1,0.0336191988649129,NAT10,RCL1
MAP1B+MAPT,0.0336489093026363,MAP1B,MAPT
RNF8+UBC,0.03369153008232,RNF8,UBC
EIF2B4+EIF2S3,0.0337038864480273,EIF2B4,EIF2S3
NTN1+SDK2,0.0337129100327348,NTN1,SDK2
CDC5L+MCM5,0.0337349614122754,CDC5L,MCM5
PAXIP1+UIMC1,0.0337529583572915,PAXIP1,UIMC1
SV2A+SYN1,0.033773151589137,SV2A,SYN1
SEC63+SURF4,0.0337948661036045,SEC63,SURF4
COX6A2+UQCRC2,0.0338217122389214,COX6A2,UQCRC2
HIVEP3+UBA52,0.0338441646603207,HIVEP3,UBA52
NDUFA4L2+UQCRHL,0.0338640451637506,NDUFA4L2,UQCRHL
RPL8+RPS3,0.0338755489932924,RPL8,RPS3
STAT5A+TSLP,0.0338759136867241,STAT5A,TSLP
ATP2A1+CAV3,0.033879843867374,ATP2A1,CAV3
CACNG2+GRIA2,0.033912194490052,CACNG2,GRIA2
CLNS1A+TDRKH,0.0339226240363495,CLNS1A,TDRKH
AP2B1+EPS15L1,0.0339802569997201,AP2B1,EPS15L1
AJAP1+BSG,0.0339807284841268,AJAP1,BSG
AGXT+ALAS1,0.0340149273403283,AGXT,ALAS1
CYFIP1+FNBP1L,0.0340168645561929,CYFIP1,FNBP1L
CENPI+ZW10,0.0340275422350851,CENPI,ZW10
MYH13+MYLPF,0.0340399673289026,MYH13,MYLPF
HNRNPU+TERT,0.0340467305430553,HNRNPU,TERT
ACTN2+GRIA2,0.0340652722708245,ACTN2,GRIA2
ADAMTS7+ADAMTS9,0.0340772590721675,ADAMTS7,ADAMTS9
APOE+ERBB4,0.0340849594956535,APOE,ERBB4
ASXL2+EED,0.0341296361957486,ASXL2,EED
GRB2+SYN1,0.0341375423409333,GRB2,SYN1
DCLRE1B+EME2,0.0341389679552799,DCLRE1B,EME2
ITGA2B+PTPN1,0.03415021927376,ITGA2B,PTPN1
DDX58+IFIH1,0.034172561332158,DDX58,IFIH1
CTNNB1+WIF1,0.0341960347382064,CTNNB1,WIF1
BCCIP+TP53,0.0342411658222111,BCCIP,TP53
NDUFC1+UQCRC2,0.0342527505510673,NDUFC1,UQCRC2
ASPM+MND1,0.0342552960545756,ASPM,MND1
CYP11A1+INSL3,0.0342687618951021,CYP11A1,INSL3
RYR1+STAC3,0.0342839771903708,RYR1,STAC3
KIF17+PIWIL1,0.0342976495627616,KIF17,PIWIL1
PPHLN1+PUS7L,0.0343546514430921,PPHLN1,PUS7L
DDB2+USP24,0.0343983611996516,DDB2,USP24
PACSIN2+PACSIN3,0.0344101082856288,PACSIN2,PACSIN3
HNRNPU+KHSRP,0.0344372887298338,HNRNPU,KHSRP
RHO+RRH,0.0344435600952202,RHO,RRH
BUB1+MSH2,0.0344460663900788,BUB1,MSH2
IRF4+OASL,0.0344553063196197,IRF4,OASL
BCCIP+CDK9,0.0344554623046843,BCCIP,CDK9
ABCB11+SLC10A2,0.0345042610178765,ABCB11,SLC10A2
CYP27B1+SLC34A3,0.0345485037269765,CYP27B1,SLC34A3
ACLY+IL4I1,0.0345577977507256,ACLY,IL4I1
MCPH1+RAD51,0.0345582835173759,MCPH1,RAD51
CD300C+FUNDC1,0.0345593238954287,CD300C,FUNDC1
CETN1+GFAP,0.0345599905928556,CETN1,GFAP
